StatisticCrimeGroupCode,StatisticCrimeGroupName,StatisticCrimeTypeCode,StatisticCrimeTypeName,CrimeName,SensitivityFlag
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,גישה למאגר מידע בניגוד לס' 17א(א),
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,ניהול החזקה ושימוש של מאגר מידע,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,מסירת פרטים לא נכונים לפי סעיף 11,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,מסירת פרטים לא נכונים בבקשה לרישום,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,מסירת מידע בניגוד לס' 23ב עד 23ה,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,פרסום שם אדם שנפגע בעבירת מין,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,פרסום קטין שנפגע בעבירת מין,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,ד.נ.א./בדיקה גנטית מקטין מתחת 16,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,דנא./בדיקה גנטי מפסול דין לפי ס' 27,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,עריכת בדיקה גנטית לא לפי צו מפרק ה1,
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,מסר תוצאות בדיקה בניגוד לס' 28ט(א),
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,גילוי או פרסום אסור לפי ס' 28ט(ב),
200, עבירות סדר ציבורי,225, פגיעה בפרטיות,בדיקה גנטית ללא רשיון/בניגוד לתנאי,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,עשיית מעשה העלול להפיץ מחלה ברשלנות,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,איסור יבוא ויצוא,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,החתמת ביצים,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"איסור הובלת ביצי מאכל שלא הוחתמו, ללא תעודת משלוח",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,איסור שיווק ביצים שלא על פי התקנות,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מייצר, מייבא או מוכר מזון, בניגוד להוראות ז' 5(א)(",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מייצר, מייבא או מוכר מזון בניגוד לתקנות ובניגוד לה",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מייצר, מייבא או מוכר מזון בניגוד לתקנות ובניגוד לה",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מייצר, מייבא או מוכר מזון, בניגוד להוראות ס' 5(א)(",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מציע לציבור מזון שאינו ראוי למאכל אדם או שהוא פגום,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מייבא או מוכר מזון שהתאריך האחרון לשימוש בו או שהת,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מייצר, מייבא או מוכר שאריות מזון, ובכלל זה מזון המ",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מסמן אורך חיי מדף בניגוד לתקנות לפי חוק זה או מייצ,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מפריע למפקח במילוי תפקידו לפי חוק זה,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מקבל מזון מיצרן שאינו בעל רישיון ייצור או מיבואן ש,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מוכר מזון בלי שקיים את הוראות התקנות המנויות בתוספ,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"מעביר מוצר בשר לאתר מכירה, בניגוד להוראות רופא וטר",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מייצר מזון בלא רישיון ייצור לאתר שבו מיוצר המזון א,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מדביר המבצע הדברה שלא בתכשיר הדברה רשום או שלא בהת,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,מדביר או מפעיל שאינו מדווח על עניין הקשור בהדברה ש,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,משתמש בתואר/ כינוי שמשתמע מהם שהוא מדביר או שיש לו,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,העובר עבירה בנסיבות מחמירות לפי ס' 30(א) או 30(ב)(,
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,"ייצור, אחסון, ייבוא ושיווק בשר מעובד ללא סימון בני",
200, עבירות סדר ציבורי,226, עבירות המסכנות את בריאות הצבור,הפרת הוראה מהוראות צו זה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד או הגעה למקום בידוד תוך שימוש בתחב,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הגעה למקום בידוד בתחבורה ציבורית,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד - אחראי על קטין מתחת לגיל 12 שהוא,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפרת חובת בידוד - חוזר לישראל שהוא מחלים, שהפר את",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת בידוד - אחראי על קטין מתחת לגיל 12 שהוא,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי עטיית מסיכה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי עטיית מסיכה במקום סגור (מחוץ למקום המגורים),
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת דיווח למשרד הבריאות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי חבישת מסיכה ואי נשיאת מסיכה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,חובת מחזיק או מפעיל מקום לא להכניס או לתת שירות למ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,חובת מחזיק או מפעיל מקום לא להכניס או לתת שירות למ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת דיווח,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,חובת מחזיק או מפעיל מקום לא להכניס או לתת שירות למ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב להוראות שוטר להתפזר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת דיווח,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי עטיית מסכה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת חובת דיווח למשרד הבריאות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי עטיית מסיכה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב להוראות שוטר להתפזרות מהתקהלות או מהתכנסות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב להוראות שוטר להתפזרות מהתקהלות או מהתכנסות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אי עטיית מסיכה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה למרחב הציבורי למטרה או פעולה שאינה מנויה בתק,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה במקום אסור,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,איסור תפילה עם אדם נוסף או יותר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,איסור חתונה במרחב הציבורי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,קיום תפילה בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,קיום חתונה מחוץ למקום המגורים בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,קיום תפילה במבנה עם אדם נוסף או יותר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת תחבורה ציבורית בניגוד למפורט בתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מרפאה או חדר ניתוח המיועד לצורך אסתטי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהיה אסורה בשטח מירון והסביבה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הדלקת מדורה או שהיה לצד מדורה אסורה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהיה אסורה באזור מירון,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,השכרה אסורה של יחידת אירוח או צימר בשטח מירון והסב,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"המפעיל מקום או עסק, בעצמו או באמצעות אחר, בניגוד ל",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת חנות או מעבדת תיקונים בדרך של פתיחה לציבור,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת בית אוכל בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת חנות בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מספרה, עסק לטיפול יופי וקוסמטיקה, פדיקור ומנ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,פתיחת עסק או חנות בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת קניון בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מכון כושר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת בריכת שחיה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת אולם אירועים,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום תרבות או קיום פעילות תרבות בניגוד לתקנו,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"המפעיל מקום או עסק, בעצמו או באמצעות אחר בניגוד לה",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,איסור תפילה מחוץ למקום מגורים אלא אם התפילה במקום,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת אולם אירועים,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"המפעיל בית אוכל, בר או פאב בניגוד לתקנות",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,המפעיל מקום או עסק בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת הוראת גורם מוסמך לשהות במקום בידוד מטעם המדינ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום מגורים באזור מוגבל בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק באזור מוגבל,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה במקום אסור,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת תחבורה ציבורית בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת בית אוכל בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת חנות בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מספרה, עסק לטיפול יופי וקוסמטיקה, פדיקור ומנ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת קניון בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מכון כושר לצורך אימון ספורטאי בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת בריכת שחיה (בריכת שחיה בבית מלון, בריכת שחיה",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת אטרקציה תיירותית בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות/ הפעלת מקום או עסק,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום מגורים באזור מוגבל בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות באזור המוגבל,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת הוראת גורם מוסמך לשהות בבידוד מטעם המדינה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל בית אוכל באזור תיירות מיוחד באמצעות הושבת אנ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מיתקן אירוח באזור תיירות מיוחד שקיבל אורח של,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות באזור המוגבל- עד 5,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות באזור המוגבל- 6-50,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום או עסק בניגוד לתקנות באזור המוגבל- יותר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אדם החייב בבידוד שהפר את הוראת הרופא המוסמך לשהות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,נכנס לישראל שהפר את הוראת הנציג המוסמך לשהות במקום,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,נכנס לישראל שלא הסכים לפיקוח הטכנולוגי או שלא עמד,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב להוראת שוטר להתפזר באזור מוגבל,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום מגורים באזור מוגבל בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה במקום הפתוח לציבור ובבית עסק שפעילותם נאסרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,חובת מחזיק/ מפעיל מקום לא להכניס או לתת שירות למי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי מבלי שנקבע או יושם מנגנו,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי מבלי שהוצב שלט לעניין מס,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת קניון או שוק קמעונאי בניגוד לתקנות (הצבת שול,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת גן אירועים בניגוד לתקנות (אירוע בו מספר המשת,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי לאחר שראש שירות בריאות ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי שהפעלתו נאסרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב לדרישת שוטר לפיזור התקהלות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום המגורים לפעולה/ למטרה שאינה מותרת,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום המגורים לפעולה או למטרה שאינה מותרת,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,יציאה ממקום המגורים למטרה או לפעולה שאינה מותרת,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה במקום הפתוח לציבור ובבית עסק שפעילותם נאסרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה של אדם במקום מגורים שאינו מקום מגוריו למטרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה של אדם בסוכה יחד עם אדם אחר,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה במקום ציבורי או עסקי שפעילותם נאסרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהיה במקום מגורים של אדם אחר למטרה או לפעולה שאינה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי שהפעלתו נאסרה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי שהפעלתו נאסרה- 101 עד 50,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי שהפעלתו נאסרה- מעל 500 מ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי שהפעלתו נאסרה- עד 100 מ""",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי הפתוח בתו ירוק למי שלא ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"מפעיל קניון שהציב שולחנות וכיסאות לאכילה בקניון, ל",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"מפעיל שוק שהציב שולחנות וכיסאות לאכילה בשוק, לא מנ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מתחם אירוח שפועלים בו מיתקנים משותפים,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,חובת מחזיק/ מפעיל מקום לא להכניס או לתת שירות למי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"מפעיל מקום המשמש לשמחות ולאירועים הפועל לפי ""התו ה",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת מקום ציבורי או עסקי בדרך של פתיחתו לציבור, מ",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מתחם אירוח שפועלים בו מיתקנים משותפים,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום שמתקיים בו אירוע ספורט ופתוח לפי התו הי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי מבלי שהוצב שלט לעניין מס,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת החובה לקבוע ולהפעיל מנגנון לוויסות כניסת אנשי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת החובה לקבוע ולהפעיל מנגנון לוויסות כניסת אנשי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת החובה לקבוע ולהפעיל מנגנון דיגיטלי לוויסות כנ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,אדם המתפלל במבנה יחד עם אנשים אחרים שאינם גרים אית,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום ציבורי או עסקי שקיים בו אירוע אסור או א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום ציבורי או עסקי שקיים בו אירוע אסור או א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום ציבורי או עסקי שקיים בו אירוע אסור או א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום ציבורי או עסקי שקיים אירוע מוגבל - במבנ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מחזיק מקום שאינו מקום ציבורי או עסקי שקיים אירוע א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מחזיק מקום שאינו מקום ציבורי או עסקי שקיים אירוע א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מחזיק מקום שאינו מקום ציבורי או עסקי שקיים אירוע א,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מחזיק מקום שאינו מקום ציבורי או עסקי שקיים אירוע מ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מחזיק מקום שאינו מקום ציבורי או עסקי שקיים אירוע מ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,נותן שירות שנכח באירוע אסור ונתן לו שירות/ נכח באי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,נותן שירות שנכח באירוע מוגבל המתקיים במקום ציבורי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מקום ציבורי או עסקי לאחר שראש שירות בריאות ה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהיה של אדם בניגוד לאיסור במקום ציבורי או עסקי שפת,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה של אדם שאינו מחלים או תינוק עד גיל שנה במקום,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,שהייה של אדם בניגוד לאיסור בבית מלון שפתיחתו לציבו,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל מקום ציבורי או עסקי הפתוח בתו ירוק שלא תלה ש,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת החובה לקבוע ולהפעיל מנגנון לוויסות כניסת אנשי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפרת החובה לקבוע ולהפעיל מנגנון לוויסות כניסת אנשי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,סירוב לדרישת שוטר לפיזור התקהלות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מוסד המקיים פעילות חינוך בדרך של פתיחתו לתלמ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מוסד המקיים פעילות חינוך בדרך של פתיחתו לתלמ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מוסד המקיים פעילות חינוך בדרך של פתיחתו לתלמ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת פנימיה בדרך של פתיחתה לתלמידים, כאשר בחדר לי",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,הפעלת מוסד המקיים פעילות חינוך בדרך של פתיחתו לתלמ,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,"הפעלת פנימיה בדרך של פתיחתה לתלמידים, מבלי שנקבע ו",
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה להגיש הצהרה לרשות המקומית,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה להתקין מחיצה בדלפק השירות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה שלא להכניס לתחנה ולא לתת שירות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה לתלות שלט לעניין חובת עטיית מסי,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה לסמן מקומות לעמידה בתור,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה להציב שלט לעניין השמירה על מרחק,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה לתלות שלט בכניסה למעלית,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,תחבורה: הפרת החובה שלא להציב שולחנות וכסאות לאכילה,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,מפעיל הסעה מיוחדת אל ירושלים או ממנה בניגוד לתקנות,
200, עבירות סדר ציבורי,228, הפצת מחלות מין ומחלות אחרות,נוסע יוצא שנכנס לטרמינל הנוסעים בלי שהתקיים בו תנא,
